location
"(42.638004, -78.998319)"
"(42.87751298, -78.78864527)"
"(42.80094275, -78.84651661)"
"(42.99443277, -78.85267228)"
"(42.94034709, -78.895998)"
"(42.668352, -78.991694)"
"(42.8743916, -78.87134314)"
"(42.884961, -78.861451)"
"(43.17723132, -78.68826628)"
"(42.935117, -78.899994)"
"(43.055147, -78.512388)"
"(42.69413862, -78.77464414)"
"(43.07308672, -78.85809302)"
"(42.9221, -78.88587)"
"(43.01832066, -78.78797337)"
"(42.65927, -78.91343)"
"(43.09436699, -79.01711315)"
"(42.945224, -78.868232)"
"(42.71758188, -78.90423783)"
"(42.56933153, -78.93596023)"
"(42.65255, -78.97644)"
"(42.85443704, -78.782157)"
"(42.931284, -78.816173)"
"(42.97362414, -78.86595726)"
"(42.89841993, -78.78398895)"
"(42.95624191, -78.68326664)"
"(43.13898785, -78.93362135)"
"(43.09259049, -79.02305692)"
"(43.07421919, -78.94495636)"
"(43.08409116, -78.97607535)"
"(42.92547142, -78.88097495)"
"(42.85443704, -78.782157)"
"(42.96258024, -78.84050846)"
"(42.88434485, -78.88207734)"
"(42.73739295, -78.89236123)"
"(42.879329, -78.784719)"
"(42.93453668, -78.87681216)"
"(43.04653234, -78.7246719)"
"(43.12628626, -78.93094584)"
"(42.90037201, -78.89404535)"
"(42.932555, -78.748788)"
"(42.761905, -78.811742)"
"(42.99351267, -78.7246263)"
"(42.784567, -78.595676)"
"(42.931699, -78.815789)"
"(43.03331749, -78.69270802)"
"(42.939654, -78.809508)"
"(42.81868751, -78.78116727)"
"(42.89808492, -78.84460688)"
"(42.961244, -78.892218)"
"(42.95617124, -78.7593019)"
"(42.97146291, -78.78390983)"
"(42.72072882, -78.74741972)"
"(42.93278304, -78.84605527)"
"(43.1092315, -79.05819636)"
"(42.53897901, -78.70794296)"
"(43.03531529, -78.88081402)"
"(42.925163, -78.840723)"
"(42.97869499, -78.86770606)"
"(43.02526094, -78.78109753)"
"(42.88918134, -78.87645274)"
"(43.09861119, -79.03356582)"
"(42.75767522, -78.73203188)"
"(43.237481, -79.031396)"
"(42.727473, -78.888549)"
"(42.77047869, -78.62099648)"
"(42.80239117, -78.7750411)"
"(42.97836336, -78.81831318)"
"(43.16240518, -78.72412473)"
"(42.804482, -78.805911)"
"(43.14028155, -78.97044808)"
"(43.13327158, -78.75495806)"
"(42.78903529, -78.8323921)"
"(42.98016672, -78.91155213)"
"(43.00328191, -78.90521407)"
"(42.89088316, -78.88237506)"
"(42.89119601, -78.80368659)"
"(42.94906462, -78.81898642)"
"(43.05132032, -78.77010115)"
"(42.953183, -78.744583)"
"(43.12706147, -78.76104936)"
"(42.666348, -78.772846)"
"(42.86877745, -78.84588093)"
"(42.95927277, -78.76772404)"
"(42.94351224, -78.74445319)"
"(43.17339749, -78.6888966)"
"(42.88697834, -78.87960434)"
"(43.209303, -78.479322)"
"(42.949594, -78.749135)"
"(43.00067301, -78.85385513)"
"(42.921957, -78.832286)"
"(42.75415, -78.800012)"
"(42.846977, -78.828878)"
"(43.14667525, -78.74250591)"
"(42.895644, -78.876799)"
"(42.89088316, -78.88237506)"
"(42.930552, -78.829179)"
"(42.85443704, -78.782157)"
"(42.96970002, -78.77164476)"
"(42.9456877, -78.65319371)"
"(42.59084196, -78.6426348)"
"(42.939522, -78.766308)"
"(42.65734176, -78.95793557)"
"(43.04466232, -78.825185)"
"(43.07914656, -78.96856785)"
"(43.05789628, -78.90046656)"
"(43.20826055, -78.4771555)"
"(43.19244105, -79.02683348)"
"(42.96999, -78.875281)"
"(42.559087, -79.098301)"
"(42.954915, -78.910825)"
"(43.11945383, -78.73265147)"
"(42.76173197, -78.69689226)"
"(42.915419, -78.871804)"
"(43.024707, -78.877071)"
"(42.980669, -78.748916)"
"(43.102708, -78.497754)"
"(43.08636547, -79.04203624)"
"(43.11628011, -79.05745357)"
"(42.947533, -78.784075)"
"(42.728191, -78.820407)"
"(42.89334738, -78.78464609)"
"(43.12554824, -79.0374738)"
"(42.9909838, -78.83069426)"
"(43.10262988, -79.05491084)"
"(42.77977934, -78.78964841)"
"(43.216099, -78.479759)"
"(43.15775452, -78.66545141)"
"(42.696022, -78.725561)"
"(42.895428, -78.825274)"
"(42.551577, -78.619205)"
"(42.94889153, -78.80589725)"
"(42.90680843, -78.7284565)"
"(42.61123595, -78.73138628)"
"(42.937009, -78.709627)"
"(43.02648351, -78.76436055)"
"(42.92917, -78.889217)"
"(42.91537356, -78.88652444)"
"(43.09266688, -79.04402375)"
"(43.048462, -78.884794)"
"(42.922034, -78.848705)"
"(43.00429406, -78.92143607)"
"(42.940559, -78.822263)"
"(43.03295282, -78.8740173)"
"(43.178851, -78.683017)"
"(42.9494342, -78.78539912)"
"(43.057425, -78.882976)"
"(42.89383274, -78.80234599)"
"(42.88249299, -78.86956751)"
"(42.95956329, -78.88909936)"
"(43.00954675, -78.83593798)"
"(42.83031389, -78.70424151)"
"(43.19435251, -78.58389884)"
"(42.652438, -78.889825)"
"(43.16951451, -78.68896097)"
"(42.91940426, -78.85717034)"
"(42.99826213, -78.83645564)"
"(43.00044939, -78.85371566)"
"(43.01359874, -78.8628459)"
"(42.70788156, -78.96562815)"
"(43.150103, -79.03699)"
"(42.973726, -78.62885)"
"(42.9662526, -78.60001087)"
"(42.87451741, -78.79022777)"
"(43.0919, -79.01421)"
"(42.668352, -78.991694)"
"(42.85172744, -78.83226872)"
"(43.14463607, -78.79862309)"
"(43.06569772, -78.8659063)"
"(42.74418362, -78.86479855)"
"(42.87754442, -78.8008976)"
"(42.82411, -78.84332)"
"(43.20715237, -79.04707342)"
"(43.10681085, -79.03139591)"
"(43.229463, -78.576109)"
"(42.54789149, -78.8414821)"
"(43.11216441, -79.03191626)"
"(42.89869, -78.814952)"
"(42.843434, -78.63909)"
"(42.70788156, -78.96562815)"
"(42.784567, -78.595676)"
"(43.075514, -78.993183)"
"(43.09116651, -79.06028599)"
"(42.941317, -78.853886)"
"(42.73121316, -78.59125614)"
"(42.78844871, -78.80195975)"
"(42.937009, -78.709627)"
"(42.940361, -78.848441)"
"(42.82661965, -78.78381729)"
"(42.83247761, -78.60601902)"
"(43.15607378, -78.84100467)"
"(42.716569, -78.81823)"
"(42.98089177, -78.87535304)"
"(43.02648351, -78.76436055)"
"(42.682213, -78.505262)"
"(43.151415, -78.686166)"
"(43.01423172, -78.76907453)"
"(42.88416404, -78.87722254)"
"(43.035139, -78.640767)"
"(42.75084509, -78.73091608)"
"(42.94914, -78.69031)"
"(42.50267967, -78.64148855)"
"(42.991555, -78.83126)"
"(42.85271947, -78.70295942)"
"(43.00645952, -78.50200295)"
"(42.843594, -78.767552)"
"(43.08275514, -79.04433489)"
"(42.712272, -78.829823)"
"(42.866414, -78.85743)"
"(43.20816506, -78.82575899)"
"(42.98930632, -78.69070172)"
"(42.98410292, -78.79158497)"
"(42.9979463, -78.93573761)"
"(43.10044823, -79.05139178)"
"(43.012564, -78.710819)"
"(42.909619, -78.771457)"
"(42.904627, -78.81545)"
"(43.152393, -78.713592)"
"(42.689794, -78.781511)"
"(42.87780388, -78.80720615)"
"(42.595126, -78.938886)"
"(42.981442, -78.477863)"
"(43.03115298, -78.60404491)"
"(42.922771, -78.795399)"
"(42.89101679, -78.86662245)"
"(42.899916, -78.477809)"
"(42.908877, -78.839073)"
"(43.02223922, -78.78272295)"
"(42.98418925, -78.81383188)"
"(43.023754, -78.798899)"
"(42.8809, -78.870062)"
"(42.684525, -78.856806)"
"(42.88601, -78.87596)"
"(42.9454521, -78.5680604)"
"(43.06647445, -78.57000105)"
"(43.03740124, -78.8634494)"
"(43.18396049, -78.74683633)"
"(42.82349964, -78.68509054)"
"(43.17690663, -79.04409885)"
"(43.09036342, -79.02217984)"
"(42.97695242, -78.78203094)"
"(42.93278304, -78.84605527)"
"(43.12437561, -78.73192996)"
"(43.112977, -79.05538827)"
"(42.862359, -78.81919)"
"(42.93459, -78.871365)"
"(42.87721421, -78.87666464)"
"(42.865059, -78.821926)"
"(43.08636547, -79.04203624)"
"(43.16988815, -78.76111239)"
"(42.87135657, -78.85811448)"
"(42.96286093, -78.76791179)"
"(42.77188057, -78.79017144)"
"(42.95485206, -78.76626492)"
"(42.88846798, -78.6428833)"
"(42.533992, -78.985405)"
"(43.08823618, -79.06072855)"
"(42.81131514, -78.75657409)"
"(42.89167117, -78.53253789)"
"(42.88019393, -78.70347977)"
"(43.10787611, -79.0554446)"
"(43.19440237, -78.67543995)"
"(42.951868, -78.908942)"
"(42.92044136, -78.87329578)"
"(42.87568106, -78.80155206)"
"(42.930128, -78.747554)"
"(42.92857254, -78.74027968)"
"(43.18296989, -78.57495368)"
"(43.05344199, -78.7259493)"
"(42.875878, -78.829951)"
"(43.17319673, -79.02244878)"
"(43.10227933, -79.05202746)"
"(42.95809499, -78.822712)"
"(42.81878588, -78.78752947)"
"(42.82899595, -78.78098756)"
"(43.05266572, -78.53077827)"
"(43.01758183, -78.7524274)"
"(42.78181884, -78.85097981)"
"(42.82794158, -78.75343323)"
"(42.957444, -78.843844)"
"(42.901597, -78.86259)"
"(43.002125, -78.942677)"
"(42.86783385, -78.71942282)"
"(43.09259049, -79.02305692)"
"(42.99103284, -78.75418425)"
"(42.696022, -78.725561)"
"(43.15157918, -78.69690031)"
"(42.940361, -78.848441)"
"(42.95859555, -78.88445646)"
"(42.75084509, -78.73091608)"
"(43.1725857, -78.69232714)"
"(42.92762199, -78.82916808)"
"(43.09041057, -79.06823839)"
"(42.87152525, -78.79071627)"
"(43.15720472, -78.52504313)"
"(42.9141203, -78.68285894)"
"(43.08975229, -79.06058908)"
"(42.93985, -78.890926)"
"(42.84856544, -78.78800154)"
"(42.58846172, -78.79026264)"
"(42.91837501, -78.86837125)"
"(42.89289593, -78.74037469)"
"(42.76986, -78.8331)"
"(43.08855742, -78.9839235)"
"(43.1943222, -78.71197432)"
"(42.94763534, -78.84761095)"
"(43.02380991, -78.87737274)"
"(42.942923, -78.707074)"
"(42.91943569, -78.89880896)"
"(42.588351, -79.011762)"
"(42.84089572, -78.78920317)"
"(43.094136, -79.01262)"
"(42.90373471, -78.89778301)"
"(43.17486259, -79.04432148)"
"(42.75848265, -78.85469198)"
"(42.97817694, -78.77459049)"
"(43.08618329, -78.90129805)"
"(43.15200576, -78.71102482)"
"(42.90143694, -78.6847204)"
"(42.8847, -78.86762)"
"(42.96183141, -78.85835722)"
"(42.50875805, -78.67039472)"
"(43.153931, -79.038398)"
"(42.87751298, -78.78864527)"
"(42.86564385, -78.79179955)"
"(43.08357008, -78.87878358)"
"(42.9309292, -78.8769865)"
"(42.94318238, -78.79819393)"
"(42.62009679, -79.00740624)"
"(42.92689139, -78.86766315)"
"(43.12335957, -79.00045395)"
"(43.13213335, -78.68886441)"
"(43.05260852, -78.82696331)"
"(42.99575699, -78.78997564)"
"(42.874611, -78.843966)"
"(42.907071, -78.9003)"
"(43.13258062, -78.70375469)"
"(42.928824, -78.852525)"
"(42.993787, -78.89308)"
"(42.76270477, -78.62249851)"
"(43.06647445, -78.57000105)"
"(42.88482439, -78.87774691)"
"(42.55703977, -78.63730431)"
"(42.95040748, -78.82381439)"
"(43.021618, -78.971561)"
"(43.088821, -78.991053)"
"(42.779498, -78.734744)"
"(43.09436111, -79.05919969)"
"(42.61363, -79.09891)"
"(42.937569, -78.817363)"
"(42.89946622, -78.87851)"
"(43.16392924, -78.72595131)"
"(42.880603, -78.846796)"
"(42.938829, -78.799838)"
"(42.89406461, -78.87892842)"
"(43.34673885, -78.51460397)"
"(42.95082957, -78.67710024)"
"(42.80519, -78.63902)"
"(42.89946622, -78.87851)"
"(42.941317, -78.853886)"
"(42.933301, -78.782537)"
"(43.07430344, -78.98941934)"
"(42.95797722, -78.91021371)"
"(42.726568, -78.812962)"
"(43.10501708, -79.03350681)"
"(42.98811342, -78.88700724)"
"(43.2629748, -79.00893375)"
"(43.208231, -78.490504)"
"(43.16348318, -79.03763473)"
"(42.87609, -78.795834)"
"(42.89268122, -78.67261827)"
"(42.9141203, -78.68285894)"
"(42.997718, -78.710512)"
"(42.93295077, -78.84263498)"
"(42.804456, -78.640543)"
"(42.714661, -78.839489)"
"(42.98610035, -78.87306511)"
"(43.08499032, -79.0589878)"
"(42.83372073, -78.71701419)"
"(42.767617, -78.561438)"
"(43.1093095, -79.04146493)"
"(43.09042, -79.06163)"
"(42.92959377, -78.74389529)"
"(43.04547188, -78.85963798)"
"(42.64781, -79.06208)"
"(42.78781489, -78.79148841)"
"(42.69186597, -78.9307827)"
"(42.75084509, -78.73091608)"
"(43.02793155, -78.50293368)"
"(43.14037353, -78.83936852)"
"(42.88448635, -78.79119873)"
"(43.10685589, -79.03520465)"
"(42.872332, -78.851001)"
"(42.88837668, -78.75112727)"
"(42.867259, -78.86599)"
"(43.15157918, -78.69690031)"
"(42.95172087, -78.59304518)"
"(42.90984, -78.79628)"
"(42.879533, -78.871379)"
"(42.78927543, -78.71587157)"
"(43.08320282, -78.70542268)"
"(42.88837668, -78.75112727)"
"(43.003519, -78.947944)"
"(42.853316, -78.826415)"
"(43.20654436, -78.93016666)"
"(43.00447059, -78.8202095)"
"(42.89453229, -78.84911299)"
"(42.98923569, -78.66970539)"
"(43.08305683, -79.03657526)"
"(43.34883954, -78.63105744)"
"(43.08947218, -79.05928016)"
"(43.18154214, -78.73668015)"
"(42.88754433, -78.67669791)"
"(43.006605, -78.636387)"
"(42.783339, -78.747036)"
"(42.89334738, -78.78464609)"
"(42.92547142, -78.88097495)"
"(43.1649896, -78.55794847)"
"(42.926546, -78.819276)"
"(42.89941317, -78.87273789)"
"(42.929295, -78.832977)"
"(42.77710106, -78.6323159)"
"(42.733451, -78.757124)"
"(42.95956329, -78.88909936)"
"(42.83311097, -78.7819612)"
"(43.1092315, -79.05819636)"
"(43.0297511, -78.8754496)"
"(42.75145566, -78.81732345)"
"(43.20427452, -79.03565258)"
"(43.15197054, -79.03012186)"
"(42.9336147, -78.49398583)"
"(42.940107, -78.826444)"
"(42.735922, -78.854008)"
"(43.20013932, -78.90117466)"
"(42.96580314, -78.70987684)"
"(43.087069, -79.021931)"
"(42.99026, -78.789309)"
"(42.937904, -78.867373)"
"(42.90893804, -78.87941122)"
"(42.97836336, -78.81831318)"
"(42.74258708, -78.73987868)"
"(42.97844136, -78.81388754)"
"(43.00142823, -78.96504208)"
"(42.935473, -78.55129)"
"(43.09291955, -79.04532731)"
"(43.20816506, -78.82575899)"
"(42.94031567, -78.84459615)"
"(43.00132819, -78.83598089)"
"(42.894595, -78.89411)"
"(42.877232, -78.870386)"
"(42.935117, -78.899994)"
"(42.82811862, -78.79471242)"
"(43.007147, -78.7707831)"
"(43.03480899, -78.75566483)"
"(43.173477, -78.695109)"
"(42.97362414, -78.86595726)"
"(42.774788, -78.840975)"
"(43.01423172, -78.76907453)"
"(43.10380685, -78.74568164)"
"(42.88828718, -78.69691908)"
"(42.914522, -78.831199)"
"(42.58753, -78.886321)"
"(43.268003, -79.036632)"
"(42.90847047, -78.69689763)"
"(42.875878, -78.829951)"
"(42.77837764, -78.66394401)"
"(43.08914115, -78.77225965)"
"(42.86564385, -78.79179955)"
"(42.589173, -79.07783)"
"(42.78840934, -78.62052441)"
"(42.70977364, -78.57771635)"
"(43.016721, -78.495311)"
"(43.0359799, -78.82700086)"
"(42.66110921, -79.04491693)"
"(42.91882285, -78.74848723)"
"(42.88101942, -78.65077168)"
"(42.864709, -78.598613)"
"(42.95399419, -78.77561241)"
"(42.9909838, -78.83069426)"
"(42.915313, -78.860046)"
"(43.09744587, -78.8897565)"
"(42.951412, -78.705407)"
"(43.024303, -78.873316)"
"(42.86528605, -78.70897293)"
"(42.80391434, -78.75323206)"
"(43.25789913, -79.00633872)"
"(42.87905395, -78.86983037)"
"(43.21928986, -78.70660186)"
"(43.24402555, -78.93237814)"
"(42.903922, -78.740591)"
"(43.29815494, -78.71184424)"
"(43.30711148, -78.68777141)"
"(42.628158, -78.921955)"
"(42.88409328, -78.75746727)"
"(43.00328191, -78.90521407)"
"(43.15295284, -79.04431343)"
"(43.30959121, -78.82321626)"
"(42.908066, -78.77429)"
"(42.649789, -78.901643)"
"(42.890391, -78.880267)"
"(43.08960734, -79.01882976)"
"(42.927583, -78.784204)"
"(42.904419, -78.784075)"
"(42.566686, -78.514516)"
"(43.11104439, -78.69688422)"
"(43.05504863, -78.89854342)"
"(43.01832066, -78.78797337)"
"(42.991166, -78.922541)"
"(42.939915, -78.784096)"
"(43.154871, -78.704553)"
"(42.88050054, -78.68541509)"
"(42.90465517, -78.86903644)"
"(43.30528554, -78.86963725)"
"(42.9494342, -78.78539912)"
"(42.97007194, -78.8233611)"
"(43.03125101, -78.47919345)"
"(43.157639, -78.680351)"
"(42.90685558, -78.90508533)"
"(43.27209787, -78.95470927)"
"(42.73609289, -78.86762688)"
"(43.21387335, -78.7756446)"
"(42.922178, -78.855717)"
"(42.767617, -78.561438)"
"(42.85019, -78.70164)"
"(42.94763534, -78.84761095)"
"(42.77078782, -78.71192336)"
"(43.231413, -78.810307)"
"(42.632802, -79.027984)"
"(42.76173197, -78.69689226)"
"(42.845394, -78.811988)"
"(43.16966514, -78.69684801)"
"(43.03611714, -78.81651878)"
"(42.971999, -78.696871)"
"(42.887033, -78.754635)"
"(42.74911775, -78.76107216)"
"(43.04911381, -78.70953687)"
"(42.91892106, -78.65208328)"
"(43.09228493, -78.96421999)"
"(42.798793, -78.636062)"
"(43.00894658, -78.82232174)"
"(43.14735823, -78.71726096)"
"(42.911712, -78.894653)"
"(42.74911775, -78.76107216)"
"(43.159433, -78.709472)"
"(42.97846344, -78.73060226)"
"(42.87153545, -78.84635836)"
"(42.94619, -78.757993)"
"(42.696022, -78.725561)"
"(43.028722, -78.753101)"
"(42.885125, -78.881377)"
"(42.74258708, -78.73987868)"
"(42.94750184, -78.83838415)"
"(43.03295282, -78.8740173)"
"(43.02319111, -78.70794523)"
"(42.9143521, -78.73416424)"
"(43.19435251, -78.58389884)"
"(42.90379, -78.85482)"
"(43.13898785, -78.93362135)"
"(42.89824604, -78.7839514)"
"(43.15980305, -78.70466262)"
"(42.51546059, -78.72349709)"
"(43.09517, -79.019337)"
"(42.88289835, -78.87764096)"
"(43.2224856, -78.91026467)"
"(43.2122137, -78.74052912)"
"(42.877517, -78.862632)"
"(43.1347122, -79.04128656)"
"(42.94463533, -78.79585505)"
"(43.178663, -78.725396)"
"(43.15607378, -78.84100467)"
"(42.98688518, -78.79534006)"
"(42.79407016, -78.62158656)"
"(42.93186398, -78.69692981)"
"(42.94091259, -78.81601453)"
"(42.745523, -78.812375)"
"(43.16236605, -78.63599807)"
"(42.89192, -78.85745)"
"(42.97846344, -78.73060226)"
"(42.9429772, -78.5929741)"
"(42.870948, -78.817828)"
"(43.14667525, -78.74250591)"
"(42.86886002, -78.7871486)"
"(42.934328, -78.866695)"
"(42.784567, -78.595676)"
"(42.83276478, -78.79192293)"
"(42.95624191, -78.68326664)"
"(42.707968, -78.800511)"
"(42.744542, -78.70437)"
"(42.559087, -79.098301)"
"(42.91266271, -78.8390708)"
"(42.791186, -78.60595)"
"(42.889246, -78.704081)"
"(42.59827931, -78.49495411)"
"(42.958449, -78.89353)"
"(42.939334, -78.90471)"
"(43.065799, -78.842956)"
"(43.014047, -78.671312)"
"(42.80519, -78.63902)"
"(42.903753, -78.847845)"
"(43.08574254, -79.02002603)"
"(42.82661965, -78.78381729)"
"(43.167514, -78.704519)"
"(42.98089177, -78.87535304)"
"(43.03740124, -78.8634494)"
"(43.09090404, -79.01628971)"
"(43.00328191, -78.90521407)"
"(42.98052189, -78.81842852)"
"(42.913023, -78.862363)"
"(42.896843, -78.767212)"
"(43.08118792, -79.05057371)"
"(42.998939, -78.801992)"
"(43.21145326, -78.81740391)"
"(42.904419, -78.784075)"
"(43.014047, -78.671312)"
"(42.587471, -78.838492)"
"(42.735571, -78.84068)"
"(42.79958876, -78.77701521)"
"(42.96310824, -78.87872726)"
"(42.923058, -78.813686)"
"(43.04853362, -78.99424732)"
"(42.99109955, -78.84799182)"
"(42.897572, -78.853938)"
"(42.643842, -78.662083)"
"(43.0398, -78.86945)"
"(42.95797722, -78.91021371)"
"(42.916499, -78.85945)"
"(42.82342685, -78.80277783)"
"(42.75145566, -78.81732345)"
"(43.03214113, -78.64558697)"
"(43.12151734, -78.93658251)"
"(42.793174, -78.810996)"
"(42.88423, -78.775805)"
"(42.88576036, -78.47877234)"
"(43.08833216, -79.02752549)"
"(43.14332877, -78.90886724)"
"(43.00721271, -78.86153698)"
"(42.89869796, -78.82371783)"
"(42.962422, -78.806328)"
"(42.83109631, -78.80531342)"
"(42.47804176, -78.93773854)"
"(42.76773785, -78.81619692)"
"(42.74418362, -78.86479855)"
"(42.95711, -78.802534)"
"(42.91535785, -78.8650775)"
"(42.903039, -78.893359)"
"(42.78870066, -78.82908225)"
"(42.80074792, -78.74371827)"
"(43.09436111, -79.05919969)"
"(43.08914115, -78.77225965)"
"(42.9221, -78.88587)"
"(42.94750184, -78.83838415)"
"(43.2168739, -79.01728749)"
"(43.15968957, -79.01046395)"
"(43.21621907, -78.75506669)"
"(43.096716, -79.050414)"
"(42.988165, -78.912901)"
"(42.74418362, -78.86479855)"
"(42.80670475, -78.80909443)"
"(43.01351637, -78.80206972)"
"(42.93210195, -78.89346055)"
"(42.80677953, -78.7980035)"
"(43.15989305, -78.88492048)"
"(42.88994972, -78.86638641)"
"(42.59826352, -78.74640584)"
"(42.9662526, -78.60001087)"
"(42.947735, -78.873481)"
"(42.908286, -78.759913)"
"(42.600603, -79.083674)"
"(43.07308672, -78.85809302)"
"(42.8377725, -78.85623694)"
"(42.92689139, -78.86766315)"
"(42.82942477, -78.76871109)"
"(42.89941317, -78.87053847)"
"(42.875135, -78.794892)"
"(43.14325244, -78.8542065)"
"(42.843434, -78.63909)"
"(43.08991291, -79.05149102)"
"(42.90222088, -78.87207806)"
"(43.12437561, -78.73192996)"
"(42.88826753, -78.80245328)"
"(43.011903, -78.862174)"
"(42.89289593, -78.74037469)"
"(42.81878588, -78.78752947)"
"(43.09060337, -79.03041087)"
"(42.55812246, -78.4777987)"
"(42.80519, -78.63902)"
"(42.8847, -78.86762)"
"(43.054385, -78.991544)"
"(43.3090252, -78.7197192)"
"(42.933341, -78.864142)"
"(43.02238433, -78.86110783)"
"(43.15607378, -78.84100467)"
"(43.09220854, -78.94210517)"
"(42.59824, -78.4974)"
"(42.914722, -78.845649)"
"(42.85271947, -78.70295942)"
"(42.98087215, -78.86480391)"
"(42.867259, -78.86599)"
"(43.18050358, -78.73014629)"
"(42.79112566, -78.69690567)"
"(42.844998, -78.809646)"
"(42.96325349, -78.72464776)"
"(42.97072793, -78.81382249)"
"(42.949721, -78.878235)"
"(42.773284, -78.811414)"
"(42.98089177, -78.87535304)"
"(42.90847047, -78.69689763)"
"(42.99653483, -78.84948716)"
"(42.696022, -78.725561)"
"(42.75632422, -78.64683151)"
"(42.98704607, -78.87163281)"
"(43.16043011, -78.6641787)"
"(42.959893, -78.917542)"
"(43.079554, -78.981748)"
"(43.0211205, -78.79899323)"
"(42.914121, -78.746674)"
"(43.10805823, -79.0300253)"
"(42.74782369, -78.85312557)"
"(43.08823618, -79.06072855)"
"(42.87516213, -78.85689139)"
"(42.880603, -78.846796)"
"(43.27132915, -78.90968531)"
"(42.82942477, -78.76871109)"
"(43.08463771, -78.69691372)"
"(42.4660308, -78.93440723)"
"(42.96970002, -78.77164476)"
"(43.107038, -79.01832283)"
"(42.93125912, -78.83486509)"
"(42.857712, -78.814822)"
"(42.75173019, -78.83671227)"
"(43.14332877, -78.90886724)"
"(42.71625357, -78.81319284)"
"(43.05344199, -78.7259493)"
"(43.12872343, -78.72668088)"
"(42.88472219, -78.80687356)"
"(43.091842, -79.046266)"
"(43.13213335, -78.68886441)"
"(43.157639, -78.680351)"
"(42.90685558, -78.90508533)"
"(43.03244307, -78.97294521)"
"(42.84969025, -78.75449538)"
"(42.88019393, -78.70347977)"
"(42.907516, -78.843877)"
"(43.151094, -78.68004)"
"(42.587471, -78.838492)"
"(43.159433, -78.709472)"
"(43.12126773, -78.88109162)"
"(42.869328, -78.837376)"
"(43.045156, -78.871013)"
"(42.81125611, -78.72021407)"
"(42.51546059, -78.72349709)"
"(43.17676971, -78.82999152)"
"(43.03531529, -78.88081402)"
"(42.85717012, -78.73006582)"
"(42.9222, -78.87475)"
"(42.89368291, -78.49632338)"
"(43.15295284, -79.04431343)"
"(42.97422073, -78.88651371)"
"(43.21145326, -78.81740391)"
"(43.021094, -78.85589)"
"(42.950747, -78.724594)"
"(42.64781, -79.06208)"
"(43.03524667, -78.98356676)"
"(42.9440944, -78.49593714)"
"(43.152393, -78.713592)"
"(42.97869499, -78.86770606)"
"(42.98799, -78.884119)"
"(42.860835, -78.803344)"
"(43.00026107, -78.67601395)"
"(42.881137, -78.879848)"
"(42.88388103, -78.76297116)"
"(42.917059, -78.679356)"
"(43.22986935, -78.82568657)"
"(43.14332877, -78.90886724)"
"(43.08463771, -78.69691372)"
"(42.90302053, -78.8392961)"
"(43.08960734, -79.01882976)"
"(42.92292404, -78.8431263)"
"(43.07524388, -78.9937377)"
"(43.09116651, -79.06028599)"
"(42.804482, -78.805911)"
"(43.024086, -78.876514)"
"(43.1092315, -79.05819636)"
"(43.20483857, -78.46719325)"
"(42.991342, -78.777892)"
"(43.00457651, -78.94747496)"
"(42.89363, -78.623849)"
"(43.16988815, -78.76111239)"
"(43.173332, -78.754567)"
"(42.91943569, -78.89880896)"
"(42.88873131, -78.86751294)"
"(42.98333964, -78.87863874)"
"(42.84885192, -78.64053644)"
"(42.82882088, -78.85145724)"
"(43.15295284, -79.04431343)"
"(42.97897, -78.790531)"
"(42.93459, -78.871365)"
"(43.03029617, -78.76781926)"
"(42.802221, -78.65958)"
"(43.16139173, -78.80364955)"
"(43.09766719, -79.05451119)"
"(42.76854, -78.65061)"
"(42.875878, -78.829951)"
"(43.11138314, -78.88987452)"
"(42.9149, -78.708866)"
"(42.88249299, -78.86956751)"
"(42.850143, -78.696915)"
"(43.22553, -78.47482)"
"(42.89379344, -78.86659026)"
"(43.25854179, -79.03215766)"
"(42.87609, -78.795834)"
"(42.93295077, -78.84263498)"
"(43.08587379, -78.9406246)"
"(42.958488, -78.816347)"
"(42.88828718, -78.86896133)"
"(43.15968957, -79.01046395)"
"(42.579061, -79.077144)"
"(43.07061157, -78.69691774)"
"(42.96528, -78.60979)"
"(42.973726, -78.62885)"
"(43.0793, -78.974214)"
"(42.624046, -79.077671)"
"(42.916304, -78.862297)"
"(42.84066758, -78.79291534)"
"(43.20483857, -78.46719325)"
"(43.028731, -78.662764)"
"(43.184274, -78.671156)"
"(42.939334, -78.90471)"
"(43.07876649, -79.00660694)"
"(42.892988, -78.734255)"
"(42.92503345, -78.67216766)"
"(42.793174, -78.810996)"
"(42.949736, -78.704348)"
"(43.02143033, -78.87543887)"
"(43.14325244, -78.8542065)"
"(42.96311217, -78.63245487)"
"(42.909323, -78.713114)"
"(43.12117865, -78.95444334)"
"(42.96974615, -78.90321851)"
"(42.93401629, -78.76539588)"
"(42.89116024, -78.87904108)"
"(42.55812246, -78.4777987)"
"(42.85620274, -78.86755586)"
"(42.78300392, -78.76699448)"
"(42.991166, -78.922541)"
"(43.2323317, -79.05093044)"
"(43.25649951, -79.01754633)"
"(43.1092315, -79.05819636)"
"(43.09161701, -78.98811579)"
"(43.151635, -79.027975)"
"(42.931699, -78.815789)"
"(43.12679524, -79.02981609)"
"(43.2396107, -78.56429458)"
"(42.88201785, -78.53743762)"
"(43.15332658, -78.75461072)"
"(42.8847, -78.86762)"
"(42.9757848, -78.87868434)"
"(42.87152525, -78.79071627)"
"(42.97793361, -78.70974273)"
