location
"(43.14332877, -78.90886724)"
"(42.75035467, -78.53168696)"
"(42.47804176, -78.93773854)"
"(42.86805796, -78.77095878)"
"(43.09605139, -79.04955179)"
"(43.189637, -78.635215)"
"(42.885883, -78.867699)"
"(42.900521, -78.754292)"
"(42.66110921, -79.04491693)"
"(43.25285331, -78.4692961)"
"(42.97446211, -78.91074479)"
"(42.85610254, -78.59139841)"
"(43.15295284, -79.04431343)"
"(42.95817155, -78.82592529)"
"(43.10744139, -78.99663448)"
"(42.968366, -78.727628)"
"(42.71221, -78.905525)"
"(42.84856544, -78.78800154)"
"(42.92724884, -78.89899403)"
"(42.99116626, -78.79484654)"
"(43.16843956, -78.68945718)"
"(43.04229041, -78.85907203)"
"(42.86564385, -78.79179955)"
"(42.71758188, -78.90423783)"
"(42.971999, -78.696871)"
"(42.90227393, -78.87860656)"
"(42.87609, -78.795834)"
"(43.00894658, -78.82232174)"
"(43.076991, -78.95359)"
"(42.81878588, -78.78752947)"
"(42.92766912, -78.89371276)"
"(42.8897984, -78.86972308)"
"(42.89153, -78.845851)"
"(42.940088, -78.754206)"
"(43.082811, -78.986005)"
"(42.97520294, -78.73947904)"
"(43.07308672, -78.85809302)"
"(43.07628031, -78.74142498)"
"(42.75750585, -78.82763386)"
"(42.693701, -78.792792)"
"(43.10861043, -79.03209329)"
"(42.84066758, -78.79291534)"
"(43.01839469, -78.82222585)"
"(43.1214175, -78.98689002)"
"(43.00026107, -78.67601395)"
"(42.86886002, -78.7871486)"
"(42.70977364, -78.57771635)"
"(42.84532, -78.71206)"
"(42.70739136, -78.92221901)"
"(43.22164319, -78.67696613)"
"(42.97968203, -78.80340278)"
"(42.95668, -78.727365)"
"(42.51578482, -78.55319291)"
"(42.61782301, -78.72729778)"
"(43.30647421, -78.64274383)"
"(42.86753504, -78.80214214)"
"(43.10227933, -79.05202746)"
"(42.955329, -78.75481)"
"(43.34163408, -78.68608564)"
"(42.83567977, -78.77468169)"
"(42.93278304, -78.84605527)"
"(43.01423172, -78.76907453)"
"(43.183165, -78.47764287)"
"(42.832021, -78.819244)"
"(43.0218588, -78.95009011)"
"(42.889659, -78.87049)"
"(43.18204674, -78.6938265)"
"(42.81128169, -78.73364121)"
"(42.95846796, -78.84209633)"
"(42.676504, -78.874605)"
"(43.05375509, -78.92125368)"
"(42.88019393, -78.70347977)"
"(42.868857, -78.829914)"
"(43.03651315, -78.95469546)"
"(42.777367, -78.847518)"
"(42.90157054, -78.86681557)"
"(42.9336147, -78.49398583)"
"(43.09128403, -79.05939683)"
"(43.11628011, -79.05745357)"
"(42.72300475, -78.79377365)"
"(42.70686849, -78.78328085)"
"(42.79777028, -78.8432014)"
"(43.1146908, -79.03036705)"
"(43.17527238, -78.72315779)"
"(43.03244307, -78.97294521)"
"(42.81868751, -78.78116727)"
"(43.01368503, -78.47659171)"
"(42.88337397, -78.87694627)"
"(43.09793746, -79.05053884)"
"(42.984087, -78.696914)"
"(42.78974783, -78.8362813)"
"(43.2323317, -79.05093044)"
"(42.81128169, -78.73364121)"
"(43.14094894, -78.71091217)"
"(42.64387, -79.023868)"
"(43.04336072, -78.88866484)"
"(42.940465, -78.859188)"
"(43.154871, -78.704553)"
"(43.0078482, -78.63723993)"
"(42.939654, -78.809508)"
"(43.11613523, -78.82436425)"
"(43.04336072, -78.88866484)"
"(43.02219216, -78.92176062)"
"(42.98007449, -78.81037653)"
"(43.082818, -78.964982)"
"(42.92983729, -78.82253766)"
"(43.13949672, -78.6968869)"
"(42.90885946, -78.87005568)"
"(42.763335, -78.863468)"
"(42.65252207, -78.98661854)"
"(42.81108099, -78.79582286)"
"(42.921911, -78.843555)"
"(42.923329, -78.870973)"
"(42.882182, -78.881476)"
"(42.97523, -78.8364)"
"(42.82971393, -78.7749204)"
"(42.881569, -78.873956)"
"(43.03104416, -78.54672208)"
"(42.99575699, -78.78997564)"
"(42.961244, -78.892218)"
"(43.02422463, -78.76428679)"
"(42.8716416, -78.6764136)"
"(42.983198, -78.71073)"
"(42.950747, -78.724594)"
"(42.90722493, -78.59299421)"
"(42.9111658, -78.85761827)"
"(42.933993, -78.719251)"
"(42.5747852, -78.64214569)"
"(42.86885609, -78.84812594)"
"(42.91602572, -78.75626028)"
"(42.877517, -78.862632)"
"(43.0801908, -78.51871938)"
"(42.88828718, -78.69691908)"
"(43.25267749, -79.00952518)"
"(42.73121316, -78.59125614)"
"(42.86783385, -78.71942282)"
"(42.82342685, -78.80277783)"
"(42.90633689, -78.85967736)"
"(43.107443, -78.988104)"
"(42.87291538, -78.84449691)"
"(42.993387, -78.662024)"
"(42.86030612, -78.86763364)"
"(42.94529, -78.90154)"
"(43.09041057, -79.06823839)"
"(42.9909838, -78.83069426)"
"(42.73739295, -78.89236123)"
"(43.03611714, -78.81651878)"
"(42.793174, -78.810996)"
"(42.842699, -78.756832)"
"(43.19335426, -78.70787859)"
"(43.01351637, -78.80206972)"
"(42.859419, -78.685627)"
"(42.86968566, -78.85348231)"
"(42.95466361, -78.89915764)"
"(42.735989, -78.81267)"
"(42.85790793, -78.57760169)"
"(42.734082, -78.846334)"
"(42.551577, -78.619205)"
"(42.865059, -78.821926)"
"(43.09744587, -78.8897565)"
"(42.90584969, -78.8948071)"
"(43.031129, -78.584136)"
"(43.131345, -79.019542)"
"(42.777367, -78.847518)"
"(42.97765103, -78.85294318)"
"(42.90584969, -78.8948071)"
"(43.10861043, -79.03209329)"
"(43.01468328, -78.8730678)"
"(42.92689139, -78.86766315)"
"(42.99559907, -78.73949647)"
"(42.89945247, -78.70754868)"
"(42.862359, -78.81919)"
"(43.0922438, -79.05815631)"
"(42.901647, -78.882255)"
"(42.7156, -78.8421)"
"(42.92389207, -78.83934153)"
"(43.16988815, -78.76111239)"
"(42.96528, -78.60979)"
"(42.850143, -78.696915)"
"(43.032996, -78.67404)"
"(42.87969077, -78.87928784)"
"(42.8992889, -78.86333036)"
"(43.02793155, -78.50293368)"
"(42.812954, -78.845379)"
"(43.151322, -79.039407)"
"(43.170131, -79.021912)"
"(43.02024002, -78.7679185)"
"(43.3090252, -78.7197192)"
"(43.076991, -78.95359)"
"(42.891596, -78.744518)"
"(42.64612484, -78.6923191)"
"(42.920496, -78.899925)"
"(42.553657, -78.881521)"
"(42.76886019, -78.73212844)"
"(43.11535159, -78.9988502)"
"(43.09067878, -78.9630425)"
"(42.73340398, -78.70603323)"
"(43.08960734, -79.01882976)"
"(43.03177254, -78.86117488)"
"(42.99090385, -78.81827764)"
"(42.992402, -78.78768)"
"(42.93272, -78.79343)"
"(43.108676, -78.992156)"
"(42.95485206, -78.76626492)"
"(42.90885946, -78.87005568)"
"(42.98372324, -78.73950385)"
"(42.949594, -78.749135)"
"(42.84066758, -78.79291534)"
"(42.946239, -78.826509)"
"(43.109138, -78.598181)"
"(43.02969424, -78.7379247)"
"(43.16431269, -78.68029475)"
"(42.51757697, -78.67874041)"
"(42.9023427, -78.67223471)"
"(42.70686849, -78.78328085)"
"(42.89820969, -78.66778225)"
"(43.07308672, -78.85809302)"
"(42.88902609, -78.60796094)"
"(42.970111, -78.724686)"
"(42.91837501, -78.86837125)"
"(42.80496519, -78.62121105)"
"(42.97257, -78.91189)"
"(42.97473097, -78.92472982)"
"(42.869221, -78.836917)"
"(42.960851, -78.696871)"
"(42.90224, -78.869991)"
"(42.754599, -78.76239181)"
"(43.157639, -78.680351)"
"(42.85179037, -78.60633016)"
"(42.930573, -78.819876)"
"(42.74782369, -78.85312557)"
"(42.910963, -78.841286)"
"(42.921031, -78.894957)"
"(42.9201978, -78.7922287)"
"(43.151022, -79.037482)"
"(42.83320932, -78.85352254)"
"(43.11821452, -79.01093066)"
"(42.8794726, -78.8012141)"
"(42.927971, -78.874815)"
"(42.881101, -78.871351)"
"(42.98089177, -78.87535304)"
"(42.74205227, -78.74807417)"
"(42.80074792, -78.74371827)"
"(42.954915, -78.910825)"
"(43.01336339, -78.72514129)"
"(42.689794, -78.781511)"
"(43.09128403, -79.05939683)"
"(43.2870377, -78.9097631)"
"(42.909784, -78.806547)"
"(43.09765, -78.92531363)"
"(43.17000259, -78.69881004)"
"(42.91943569, -78.89880896)"
"(43.04547188, -78.85963798)"
"(42.768308, -78.632855)"
"(42.786227, -78.577386)"
"(43.10006241, -79.00055051)"
"(43.257933, -78.689328)"
"(43.03214113, -78.64558697)"
"(42.83905485, -78.68824482)"
"(42.684525, -78.856806)"
"(43.00894658, -78.82232174)"
"(43.11138314, -78.88987452)"
"(42.89334738, -78.78464609)"
"(43.2629748, -79.00893375)"
"(42.98170905, -78.78896177)"
"(42.74418362, -78.86479855)"
"(42.95797722, -78.91021371)"
"(43.163157, -78.665262)"
"(43.16043011, -78.6641787)"
"(43.02042582, -78.87652651)"
"(42.84066758, -78.79291534)"
"(42.89847888, -78.78428936)"
"(42.94768246, -78.85505676)"
"(42.917479, -78.754168)"
"(43.023754, -78.798899)"
"(42.914722, -78.845649)"
"(42.960237, -78.651799)"
"(42.88072263, -78.87654126)"
"(43.13340371, -78.78941238)"
"(42.9336147, -78.49398583)"
"(42.91943569, -78.89880896)"
"(42.82794158, -78.75343323)"
"(42.93817144, -78.717556)"
"(42.76210317, -78.79296497)"
"(43.142088, -78.679605)"
"(42.75428388, -78.62264872)"
"(43.167514, -78.704519)"
"(43.00181859, -78.80345106)"
"(42.78672832, -78.77534688)"
"(42.82794158, -78.75343323)"
"(43.02373147, -78.74879368)"
"(43.08823618, -79.06072855)"
"(42.97498, -78.818562)"
"(42.896483, -78.661121)"
"(42.954915, -78.910825)"
"(42.872332, -78.851001)"
"(42.68715165, -78.76731634)"
"(42.90068638, -78.87189031)"
"(42.963253, -78.739893)"
"(43.17486259, -79.04432148)"
"(42.6151149, -78.65426928)"
"(43.17820246, -78.69206831)"
"(42.84496472, -78.55544597)"
"(42.86564385, -78.79179955)"
"(42.94914, -78.69031)"
"(42.90302053, -78.8392961)"
"(42.92002495, -78.73852015)"
"(42.477331, -78.926644)"
"(42.897572, -78.853938)"
"(42.90216587, -78.86093885)"
"(42.85246679, -78.86329651)"
"(43.16966514, -78.69684801)"
"(42.91537356, -78.88652444)"
"(43.08833216, -79.02752549)"
"(42.932001, -78.897078)"
"(42.50875805, -78.67039472)"
"(42.763335, -78.863468)"
"(43.167658, -78.699049)"
"(43.12237484, -79.05302256)"
"(43.21928986, -78.70660186)"
"(42.79407016, -78.62158656)"
"(43.163157, -78.665262)"
"(43.17906404, -78.88536036)"
"(42.8012655, -78.70431393)"
"(42.89020126, -78.87361497)"
"(42.97397346, -78.95910502)"
"(42.9090009, -78.82280588)"
"(42.76878734, -78.73666942)"
"(42.93307957, -78.68803293)"
"(43.00721271, -78.86153698)"
"(42.83372073, -78.71701419)"
"(42.86965814, -78.82167935)"
"(43.137101, -79.021289)"
"(42.892746, -78.685367)"
"(43.26900313, -78.9983511)"
"(43.10863197, -79.04049933)"
"(43.1706315, -78.84080619)"
"(42.932107, -78.901706)"
"(42.8930762, -78.74755768)"
"(43.0792406, -78.8894105)"
"(42.676504, -78.874605)"
"(43.17339993, -79.02930714)"
"(43.10083012, -78.73415887)"
"(42.92458172, -78.87539864)"
"(43.07614904, -78.95216614)"
"(42.88837668, -78.75112727)"
"(43.16365534, -78.72421593)"
"(43.1347122, -79.04128656)"
"(43.088649, -78.891859)"
"(42.79112566, -78.69690567)"
"(42.8733616, -78.87385368)"
"(43.129987, -79.0123415)"
"(42.88588565, -78.87503386)"
"(43.09605139, -79.04955179)"
"(43.009293, -78.816519)"
"(42.716183, -78.834329)"
"(42.79270027, -78.82384658)"
"(43.09041057, -79.06823839)"
"(42.97823433, -78.90550911)"
"(42.870948, -78.817828)"
"(42.82811862, -78.79471242)"
"(42.94458624, -78.61173481)"
"(42.9097, -78.77015)"
"(42.87405548, -78.84416968)"
"(43.30820839, -78.7331745)"
"(42.69215932, -78.83372784)"
"(42.874611, -78.843966)"
"(42.889126, -78.674182)"
"(42.90224642, -78.84462833)"
"(42.90483, -78.82425)"
"(42.59824, -78.4974)"
"(43.1751736, -78.9977771)"
"(43.07430344, -78.98941934)"
"(42.89432793, -78.79398823)"
"(42.90778287, -78.86922956)"
"(42.90913449, -78.89788628)"
"(42.509373, -78.690064)"
"(42.90466, -78.87405)"
"(42.927536, -78.844854)"
"(42.85610254, -78.59139841)"
"(43.08880619, -78.95956636)"
"(43.30959121, -78.82321626)"
"(42.975467, -78.832344)"
"(42.956725, -78.734585)"
"(43.15968957, -79.01046395)"
"(42.885136, -78.8504)"
"(42.767713, -78.602217)"
"(42.94892885, -78.81203957)"
"(43.04474318, -78.82164851)"
"(43.09512693, -79.03227031)"
"(43.02593547, -78.87968481)"
"(42.871813, -78.806305)"
"(43.0348085, -78.7660034)"
"(43.21380493, -78.72962058)"
"(42.98396557, -78.95090818)"
"(42.980759, -78.829908)"
"(43.26561257, -78.82568121)"
"(43.11930895, -79.05647054)"
"(42.88697834, -78.87960434)"
"(43.13759725, -78.72346491)"
"(43.3389889, -78.52570481)"
"(43.11258539, -78.75801444)"
"(42.72670517, -78.77388775)"
"(43.16771672, -78.90199542)"
"(43.19678208, -78.56727183)"
"(42.873022, -78.864055)"
"(42.99653483, -78.84948716)"
"(42.897456, -78.874562)"
"(42.777367, -78.847518)"
"(43.02171565, -78.96431923)"
"(42.95485206, -78.76626492)"
"(42.85717012, -78.73006582)"
"(43.1214175, -78.98689002)"
"(43.04456235, -78.6969164)"
"(43.15157918, -78.69690031)"
"(43.0211205, -78.79899323)"
"(42.95672482, -78.78404528)"
"(42.846977, -78.828878)"
"(43.306245, -78.627496)"
"(42.951066, -78.826001)"
"(42.977133, -78.910611)"
"(42.949685, -78.776929)"
"(43.11930895, -79.05647054)"
"(42.88083, -78.87487)"
"(42.77207746, -78.84541154)"
"(43.18417269, -78.66271287)"
"(43.17218665, -78.69685605)"
"(42.756116, -78.887003)"
"(42.942182, -78.850549)"
"(42.930006, -78.833265)"
"(42.844862, -78.792778)"
"(43.14059469, -78.75466973)"
"(42.76878734, -78.73666942)"
"(42.804482, -78.805911)"
"(43.163558, -79.039721)"
"(43.11294763, -78.73784691)"
"(42.68031, -78.718331)"
"(42.74782369, -78.85312557)"
"(42.89812422, -78.87271643)"
"(42.883889, -78.754334)"
"(42.688631, -78.514375)"
"(42.93743312, -78.6227721)"
"(42.77047869, -78.62099648)"
"(43.21387335, -78.7756446)"
"(43.25649951, -79.01754633)"
"(42.75300765, -78.68665695)"
"(42.90685558, -78.90508533)"
"(42.86459403, -78.86331797)"
"(43.11335882, -78.70939672)"
"(42.90224642, -78.84462833)"
"(42.951066, -78.826001)"
"(43.07628031, -78.74142498)"
"(42.961244, -78.892218)"
"(43.1092315, -79.05819636)"
"(42.933867, -78.888617)"
"(43.08908826, -78.9628762)"
"(43.30853141, -78.70654017)"
"(42.911282, -78.868867)"
"(43.05227729, -78.82392436)"
"(42.970111, -78.724686)"
"(43.25649951, -79.01754633)"
"(43.07859017, -79.02454019)"
"(43.16431269, -78.68029475)"
"(43.07563181, -78.96887094)"
"(42.89284236, -78.86787772)"
"(43.16240518, -78.72412473)"
"(42.97045857, -78.87096226)"
"(43.237481, -79.031396)"
"(42.84417612, -78.79325867)"
"(42.720974, -78.826703)"
"(42.89380916, -78.70860815)"
"(43.07859017, -79.02454019)"
"(42.875878, -78.829951)"
"(43.09041057, -79.06823839)"
"(43.04456235, -78.6969164)"
"(43.129987, -79.0123415)"
"(42.90467875, -78.87134314)"
"(42.95956329, -78.88909936)"
"(43.32774935, -78.5749644)"
"(42.87707767, -78.85143612)"
"(42.90465517, -78.86903644)"
"(42.837049, -78.696914)"
"(43.27189941, -78.99677396)"
"(42.805137, -78.651689)"
"(43.12117865, -78.95444334)"
"(43.18769881, -78.67413104)"
"(42.859419, -78.685627)"
"(42.851463, -78.820734)"
"(43.1165738, -78.99379671)"
"(42.59824, -78.4974)"
"(42.991342, -78.777892)"
"(42.98027857, -78.82431328)"
"(42.76804, -78.619342)"
"(43.04547188, -78.85963798)"
"(43.098222, -78.927175)"
"(42.76886019, -78.73212844)"
"(42.91861857, -78.69422346)"
"(42.90519926, -78.89583191)"
"(42.934566, -78.778973)"
"(42.9440944, -78.49593714)"
"(42.90466, -78.87405)"
"(42.9111658, -78.85761827)"
"(42.79651069, -78.55385006)"
"(42.973726, -78.62885)"
"(42.91535785, -78.8650775)"
"(42.90913449, -78.89788628)"
"(43.129987, -79.0123415)"
"(42.56933153, -78.93596023)"
"(42.97999796, -78.95930886)"
"(43.0102489, -78.6259532)"
"(42.6151149, -78.65426928)"
"(42.83567977, -78.77468169)"
"(43.11294763, -78.73784691)"
"(43.02422463, -78.76428679)"
"(43.191647, -78.649988)"
"(42.97476826, -78.80868137)"
"(42.85897506, -78.75455976)"
"(42.96406364, -78.7938112)"
"(42.928745, -78.75412)"
"(43.086552, -79.051826)"
"(43.04548364, -78.85542959)"
"(42.80239117, -78.7750411)"
"(42.59540449, -78.79328549)"
"(42.90629, -78.877176)"
"(42.85134596, -78.70928407)"
"(42.918619, -78.859407)"
"(43.09181288, -79.00336951)"
"(42.88352333, -78.87955874)"
"(42.640379, -78.97085)"
"(42.97422073, -78.88651371)"
"(43.04101817, -79.00553942)"
"(42.86630046, -78.85977745)"
"(42.91129545, -78.87393951)"
"(42.911095, -78.851406)"
"(43.09873066, -78.94432873)"
"(42.847764, -78.781202)"
"(42.87828, -78.862576)"
"(42.951066, -78.826001)"
"(43.00493841, -78.77254799)"
"(43.039264, -78.864398)"
"(42.871492, -78.75577)"
"(43.171197, -78.702195)"
"(42.561055, -78.765504)"
"(42.51546059, -78.72349709)"
"(43.21387335, -78.7756446)"
"(42.906687, -78.800224)"
"(42.908176, -78.493978)"
"(42.8815147, -78.87055457)"
"(43.012777, -78.773923)"
"(42.85656793, -78.81639887)"
"(42.90038282, -78.51285048)"
"(43.17060412, -78.68930697)"
"(43.25649951, -79.01754633)"
"(42.96810048, -78.80932912)"
"(42.86046022, -78.64038312)"
"(42.858844, -78.822691)"
"(43.0941437, -78.9565891)"
"(42.911026, -78.845819)"
"(42.97020147, -78.85840416)"
"(42.879452, -78.87713)"
"(42.932736, -78.786542)"
"(42.88987111, -78.88032317)"
"(42.712978, -78.828723)"
"(42.84501782, -78.78304482)"
"(42.793174, -78.810996)"
"(43.16966514, -78.69684801)"
"(42.90726029, -78.7918371)"
"(42.82123921, -78.77205849)"
"(43.16979425, -79.02342707)"
"(42.961597, -78.918596)"
"(43.02024002, -78.7679185)"
"(43.01256812, -78.84406909)"
"(43.15900869, -78.69686812)"
"(42.89268122, -78.67261827)"
"(43.18296989, -78.57495368)"
"(43.29815494, -78.71184424)"
"(42.99541466, -78.69694859)"
"(42.82039915, -78.76226306)"
"(42.864709, -78.598613)"
"(42.995922, -78.862524)"
"(43.01366542, -78.73798102)"
"(42.97869499, -78.86770606)"
"(42.898813, -78.491787)"
"(42.670683, -78.559434)"
"(42.83193, -78.829399)"
"(43.1105999, -78.83703768)"
"(42.88140661, -78.87811303)"
"(42.87780388, -78.80720615)"
"(42.858844, -78.822691)"
"(43.007506, -78.800418)"
"(42.806743, -78.605906)"
"(43.02024002, -78.7679185)"
"(42.94018215, -78.81562829)"
"(43.09674276, -78.93365622)"
"(43.026925, -78.696931)"
"(42.97817694, -78.77459049)"
"(42.78021244, -78.64459992)"
"(42.93876249, -78.51186007)"
"(42.92917, -78.889217)"
"(42.99443277, -78.85267228)"
"(42.70975326, -78.85086677)"
"(43.03136473, -78.61620069)"
"(42.83567977, -78.77468169)"
"(42.778374, -78.60308)"
"(43.021853, -78.877984)"
"(42.99111524, -78.85565758)"
"(43.050521, -78.832569)"
"(42.906687, -78.800224)"
"(42.90283978, -78.83807302)"
"(42.87846429, -78.87563467)"
"(43.096637, -79.05218303)"
"(42.96109436, -78.7766397)"
"(42.975373, -78.619479)"
"(43.05106209, -78.83147344)"
"(43.15197054, -79.03012186)"
"(42.9805631, -78.90575051)"
"(42.56880609, -79.10325766)"
"(42.71950904, -78.80239964)"
"(42.96810048, -78.80932912)"
"(42.89042, -78.874786)"
"(42.94704095, -78.5532365)"
"(42.978974, -78.84083)"
"(42.74004495, -78.47914249)"
"(42.67950925, -78.75984907)"
"(42.9345033, -78.87768388)"
"(42.85717012, -78.73006582)"
"(42.935509, -78.889528)"
"(42.91259, -78.896186)"
"(43.03165288, -78.79940385)"
"(42.8947759, -78.85998464)"
"(43.08574254, -79.02002603)"
"(42.666348, -78.772846)"
"(42.961244, -78.892218)"
"(43.19234523, -78.82349521)"
"(42.83320932, -78.85352254)"
"(42.55467873, -78.68167609)"
"(43.20816506, -78.82575899)"
"(42.781228, -78.823814)"
"(42.912488, -78.754222)"
"(42.920987, -78.88077)"
"(42.91261556, -78.87706161)"
"(43.10832944, -78.98908407)"
"(42.79244047, -78.79338741)"
"(42.914522, -78.831199)"
"(42.893961, -78.863769)"
"(43.03139413, -78.83010149)"
"(43.13052531, -78.63997445)"
"(43.07906623, -78.95819575)"
"(42.707968, -78.800511)"
"(42.47804176, -78.93773854)"
"(43.06577904, -78.71459216)"
"(42.85271947, -78.70295942)"
"(43.16234258, -78.67028207)"
"(42.910963, -78.841286)"
"(43.1725857, -78.69232714)"
"(42.716569, -78.81823)"
"(43.154651, -78.695833)"
"(42.974627, -78.816331)"
"(43.16234258, -78.67028207)"
"(42.86965814, -78.82167935)"
"(42.82810498, -78.801693)"
"(42.767713, -78.602217)"
"(42.94031567, -78.84459615)"
"(42.88828718, -78.86896133)"
"(42.879239, -78.790335)"
"(43.08636547, -79.04203624)"
"(42.637647, -79.026699)"
"(43.15157918, -78.69690031)"
"(42.53875174, -78.64069462)"
"(42.98208825, -78.76524031)"
"(42.8801782, -78.82749438)"
"(43.25289824, -79.04983074)"
"(42.82661965, -78.78381729)"
"(42.99081409, -78.81099075)"
"(42.8794726, -78.8012141)"
"(43.20263221, -78.85844439)"
"(42.940559, -78.822263)"
"(42.935509, -78.889528)"
"(43.32152097, -78.71300966)"
"(42.88390461, -78.87617111)"
"(43.05604032, -78.82383049)"
"(42.87909719, -78.86188567)"
"(43.03602058, -78.82484771)"
"(43.01294761, -78.96707654)"
"(42.768407, -78.613942)"
"(43.167514, -78.704519)"
"(42.934865, -78.872624)"
"(42.8660331, -78.8676095)"
"(43.00825029, -78.92740399)"
"(42.99105246, -78.8383922)"
"(43.18417269, -78.66271287)"
"(42.923344, -78.761968)"
"(42.97007194, -78.8233611)"
"(42.978591, -78.783702)"
"(42.85327088, -78.8236284)"
"(42.74897397, -78.75365317)"
"(42.58593599, -78.79080981)"
"(42.899916, -78.477809)"
"(42.836431, -78.825453)"
"(42.87751298, -78.78864527)"
"(43.03968513, -78.86512578)"
"(42.80496519, -78.62121105)"
"(43.15408579, -78.69125426)"
"(43.10766, -78.989606)"
"(42.588351, -79.011762)"
"(42.71380791, -78.74719977)"
"(42.89941317, -78.87053847)"
"(43.17609782, -79.04574037)"
"(42.79243259, -78.77359808)"
"(43.11944796, -79.0349552)"
"(43.11314343, -78.73034209)"
"(42.91892106, -78.65208328)"
"(43.10744139, -78.99663448)"
"(42.894568, -78.853948)"
"(43.000018, -78.715996)"
"(42.78781489, -78.79148841)"
"(42.98052189, -78.81842852)"
"(43.11930895, -79.05647054)"
"(43.02319111, -78.70794523)"
"(43.16646468, -78.68591398)"
"(42.965051, -78.922079)"
"(42.87153545, -78.84635836)"
"(42.65790393, -78.75204653)"
"(42.929975, -78.819763)"
"(42.75767522, -78.73203188)"
"(42.76742684, -78.6309305)"
"(42.87258318, -78.87191176)"
"(42.87438, -78.677097)"
"(43.079554, -78.981748)"
"(42.651148, -79.0288)"
"(43.021618, -78.971561)"
"(43.017868, -78.800702)"
"(42.61782301, -78.72729778)"
"(43.02593547, -78.87968481)"
"(43.085312, -78.694972)"
"(42.927646, -78.851222)"
"(43.00675766, -78.98812652)"
"(42.51546059, -78.72349709)"
"(43.00679689, -78.47720057)"
"(43.08565243, -79.06162709)"
"(43.04864339, -78.98941934)"
"(43.06577904, -78.71459216)"
"(42.652521, -78.969491)"
"(43.101177, -79.049471)"
"(42.88754433, -78.67669791)"
"(42.930048, -78.824648)"
"(42.90889089, -78.87387514)"
"(43.08855742, -78.9839235)"
"(42.87043856, -78.81908566)"
"(43.20679656, -79.01772201)"
"(43.13073574, -78.8893649)"
"(42.933993, -78.719251)"
"(42.94275828, -78.85636568)"
"(42.84068725, -78.72506619)"
"(42.9494342, -78.78539912)"
"(42.896512, -78.52330908)"
"(42.989105, -78.852745)"
"(42.73609289, -78.86762688)"
"(43.20715237, -79.04707342)"
"(42.90465517, -78.86903644)"
"(43.00008, -78.94235)"
"(42.79112566, -78.69690567)"
"(42.98418337, -78.91368717)"
"(43.12587908, -79.05494839)"
"(43.10311066, -78.89802039)"
"(42.866964, -78.824935)"
"(42.97769027, -78.85850072)"
"(42.53875174, -78.64069462)"
"(42.99755984, -78.77722979)"
"(43.30952485, -78.79489213)"
"(42.82899595, -78.78098756)"
"(42.955103, -78.827505)"
"(42.88994972, -78.86638641)"
"(43.00358791, -78.82500529)"
"(43.02078223, -78.87922213)"
"(42.96073417, -78.75753969)"
"(43.09220854, -78.94210517)"
"(42.89244148, -78.64296913)"
"(43.019235, -78.86133045)"
"(43.1303922, -78.82495165)"
"(42.932107, -78.901706)"
"(43.22986935, -78.82568657)"
"(42.826696, -78.818936)"
"(42.74921426, -78.76552999)"
"(43.170131, -79.021912)"
"(42.89943675, -78.8754952)"
"(43.09220854, -78.94210517)"
"(42.8743916, -78.87134314)"
"(42.89236288, -78.86329651)"
"(42.79270027, -78.82384658)"
"(42.954915, -78.910825)"
"(42.929884, -78.804535)"
"(42.96109436, -78.7766397)"
"(42.893059, -78.870304)"
"(42.86783385, -78.71942282)"
"(42.88019393, -78.70347977)"
"(43.09794726, -79.05959129)"
"(43.10384797, -78.77300933)"
"(42.94458624, -78.61173481)"
"(42.62423665, -78.96735024)"
"(42.992352, -78.709675)"
"(43.05504863, -78.89854342)"
"(43.19097833, -78.6838004)"
"(43.046148, -78.699604)"
"(42.867865, -78.70101)"
"(42.78649604, -78.68816972)"
"(42.843117, -78.756554)"
"(42.908513, -78.741492)"
"(43.08574254, -79.02002603)"
"(42.91479997, -78.88849855)"
"(43.16979425, -79.02342707)"
"(43.17000259, -78.69881004)"
"(42.76105062, -78.60800386)"
"(42.970568, -78.790854)"
"(43.08889042, -79.0478003)"
"(42.96049567, -78.86975795)"
"(42.97823188, -78.68631363)"
"(42.934812, -78.868651)"
"(43.34673885, -78.51460397)"
"(42.93103917, -78.81045699)"
"(42.94298, -78.72085)"
"(43.16840532, -78.6987859)"
"(43.00142823, -78.96504208)"
"(42.929433, -78.83036)"
"(42.89215851, -78.88566345)"
"(43.03459, -78.866172)"
"(42.903922, -78.740591)"
"(42.93211535, -78.82234454)"
"(42.910963, -78.841286)"
"(43.11028465, -79.0489912)"
"(42.93230387, -78.82760704)"
"(42.97397346, -78.95910502)"
"(42.95797722, -78.91021371)"
"(42.77047869, -78.62099648)"
"(43.01146491, -78.96538138)"
"(42.708268, -78.956112)"
"(43.006793, -78.830659)"
"(43.08105471, -79.00005698)"
"(42.59826352, -78.74640584)"
"(42.75812817, -78.86373639)"
"(43.08305683, -79.03657526)"
"(43.09241518, -79.0199288)"
"(42.933341, -78.864142)"
"(43.088959, -79.054041)"
"(43.16979425, -79.02342707)"
"(43.30952485, -78.79489213)"
"(43.07061157, -78.69691774)"
"(43.17723132, -78.68826628)"
"(42.90486736, -78.84556711)"
"(43.02306673, -78.83341402)"
"(42.864002, -78.496822)"
"(42.84695, -78.82104)"
"(43.15295284, -79.04431343)"
"(42.88448635, -78.79119873)"
"(42.88178, -78.873289)"
"(43.12872343, -78.72668088)"
"(42.87609, -78.795834)"
